,foto,parecerFinal,caminho,ano
737,191332381.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191332381.jpg,2019
738,191060542.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191060542.jpg,2019
739,191060844.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191060844.jpg,2019
740,191060135.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191060135.jpg,2019
741,191060518.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191060518.jpg,2019
742,191060925.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191060925.jpg,2019
743,191061441.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191061441.jpg,2019
744,191061468.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191061468.jpg,2019
745,191062111.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191062111.jpg,2019
746,191062545.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191062545.jpg,2019
747,191062715.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191062715.jpg,2019
748,191060471.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191060471.jpg,2019
749,191060526.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191060526.jpg,2019
750,191060551.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191060551.jpg,2019
751,191060569.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191060569.jpg,2019
752,191060712.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191060712.jpg,2019
753,191061212.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191061212.jpg,2019
754,191061701.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191061701.jpg,2019
755,191061948.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191061948.jpg,2019
756,191062014.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191062014.jpg,2019
757,191062316.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191062316.jpg,2019
758,191062383.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191062383.jpg,2019
759,191062685.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191062685.jpg,2019
760,191062863.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191062863.jpg,2019
761,191062952.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191062952.jpg,2019
762,191063282.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191063282.jpg,2019
763,191063541.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191063541.jpg,2019
764,191063592.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191063592.jpg,2019
765,191063681.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191063681.jpg,2019
766,191063711.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191063711.jpg,2019
767,191063797.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191063797.jpg,2019
768,191063991.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191063991.jpg,2019
769,191064017.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191064017.jpg,2019
770,191064459.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191064459.jpg,2019
771,191061077.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191061077.jpg,2019
772,191062979.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191062979.jpg,2019
773,191063118.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191063118.jpg,2019
774,191063266.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191063266.jpg,2019
775,191063381.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191063381.jpg,2019
776,191063428.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191063428.jpg,2019
777,191063551.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191063551.jpg,2019
778,191063894.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191063894.jpg,2019
779,191064157.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191064157.jpg,2019
780,191061281.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191061281.jpg,2019
781,191061591.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191061591.jpg,2019
782,191062561.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191062561.jpg,2019
783,191062571.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191062571.jpg,2019
784,191064131.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191064131.jpg,2019
785,191064424.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191064424.jpg,2019
786,191064734.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191064734.jpg,2019
787,191060496.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191060496.jpg,2019
788,191061689.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191061689.jpg,2019
789,191062308.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191062308.jpg,2019
790,191063843.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191063843.jpg,2019
791,191064408.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191064408.jpg,2019
792,191064467.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191064467.jpg,2019
793,191060291.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191060291.jpg,2019
794,191060305.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191060305.jpg,2019
795,191060453.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191060453.jpg,2019
796,191060917.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191060917.jpg,2019
797,191060951.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191060951.jpg,2019
798,191061123.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191061123.jpg,2019
799,191061255.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191061255.jpg,2019
800,191062073.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191062073.jpg,2019
801,191062201.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191062201.jpg,2019
802,191062243.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191062243.jpg,2019
803,191062341.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191062341.jpg,2019
804,191062413.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191062413.jpg,2019
805,191062431.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191062431.jpg,2019
806,191062677.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191062677.jpg,2019
807,191062707.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191062707.jpg,2019
808,191062847.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191062847.jpg,2019
809,191062911.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191062911.jpg,2019
810,191062928.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191062928.jpg,2019
811,191062936.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191062936.jpg,2019
812,191062961.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191062961.jpg,2019
813,191061484.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191061484.jpg,2019
814,191061522.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191061522.jpg,2019
815,191061573.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191061573.jpg,2019
816,191062804.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191062804.jpg,2019
817,191063533.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191063533.jpg,2019
818,191063584.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191063584.jpg,2019
819,191063819.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191063819.jpg,2019
820,191060976.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191060976.jpg,2019
821,191061867.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191061867.jpg,2019
822,191061964.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191061964.jpg,2019
823,191061972.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191061972.jpg,2019
824,191062006.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191062006.jpg,2019
825,191063371.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191063371.jpg,2019
826,191063401.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191063401.jpg,2019
827,191260061.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191260061.jpg,2019
828,191260118.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191260118.jpg,2019
829,191260215.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191260215.jpg,2019
830,191250457.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191250457.jpg,2019
831,191251763.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191251763.jpg,2019
832,191255904.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191255904.jpg,2019
833,191256005.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191256005.jpg,2019
834,191256196.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191256196.jpg,2019
835,191256226.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191256226.jpg,2019
836,191256358.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191256358.jpg,2019
837,191251917.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191251917.jpg,2019
838,191251925.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191251925.jpg,2019
839,191254371.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191254371.jpg,2019
840,191254436.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191254436.jpg,2019
841,191255831.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191255831.jpg,2019
842,191256323.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191256323.jpg,2019
843,191250694.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191250694.jpg,2019
844,191250767.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191250767.jpg,2019
845,191250872.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191250872.jpg,2019
846,191251933.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191251933.jpg,2019
847,191252123.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191252123.jpg,2019
848,191252301.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191252301.jpg,2019
849,191252344.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191252344.jpg,2019
850,191252905.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191252905.jpg,2019
851,191253601.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191253601.jpg,2019
852,191253642.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191253642.jpg,2019
853,191253707.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191253707.jpg,2019
854,191254126.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191254126.jpg,2019
855,191254487.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191254487.jpg,2019
856,191255106.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191255106.jpg,2019
857,191255564.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191255564.jpg,2019
858,191256374.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191256374.jpg,2019
859,191251305.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191251305.jpg,2019
860,191251313.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191251313.jpg,2019
861,191252646.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191252646.jpg,2019
862,191253731.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191253731.jpg,2019
863,191255092.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191255092.jpg,2019
864,191255297.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191255297.jpg,2019
865,191253545.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191253545.jpg,2019
866,191251658.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191251658.jpg,2019
867,191253081.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191253081.jpg,2019
868,191254631.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191254631.jpg,2019
869,191256315.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191256315.jpg,2019
870,191250414.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191250414.jpg,2019
871,191252931.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191252931.jpg,2019
872,191253286.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191253286.jpg,2019
873,191254215.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191254215.jpg,2019
874,191251364.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191251364.jpg,2019
875,191253235.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191253235.jpg,2019
876,191253855.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191253855.jpg,2019
877,191254142.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191254142.jpg,2019
878,191255131.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191255131.jpg,2019
879,191255505.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191255505.jpg,2019
880,191255807.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191255807.jpg,2019
881,191256234.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191256234.jpg,2019
882,191250521.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191250521.jpg,2019
883,191250589.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191250589.jpg,2019
884,191251615.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191251615.jpg,2019
885,191251747.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191251747.jpg,2019
886,191252131.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191252131.jpg,2019
887,191252441.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191252441.jpg,2019
888,191252492.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191252492.jpg,2019
889,191253881.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191253881.jpg,2019
890,191254071.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191254071.jpg,2019
891,191254304.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191254304.jpg,2019
892,191254584.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191254584.jpg,2019
893,191255221.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191255221.jpg,2019
894,191250571.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191250571.jpg,2019
895,191250643.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191250643.jpg,2019
896,191250911.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191250911.jpg,2019
897,191250996.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191250996.jpg,2019
898,191251781.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191251781.jpg,2019
899,191252778.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191252778.jpg,2019
900,191253995.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191253995.jpg,2019
901,191250091.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191250091.jpg,2019
902,191250309.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191250309.jpg,2019
903,191250724.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191250724.jpg,2019
904,191250732.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191250732.jpg,2019
905,191250929.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191250929.jpg,2019
906,191252972.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191252972.jpg,2019
907,191253146.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191253146.jpg,2019
908,191253197.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191253197.jpg,2019
909,191253201.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191253201.jpg,2019
910,191253219.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191253219.jpg,2019
911,191253391.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191253391.jpg,2019
912,191253413.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191253413.jpg,2019
913,191253464.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191253464.jpg,2019
914,191253481.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191253481.jpg,2019
915,191253553.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191253553.jpg,2019
916,191253561.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191253561.jpg,2019
917,191254053.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191254053.jpg,2019
918,191254061.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191254061.jpg,2019
919,191254118.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191254118.jpg,2019
920,191254193.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191254193.jpg,2019
921,191254819.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191254819.jpg,2019
922,191254894.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191254894.jpg,2019
923,191254924.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191254924.jpg,2019
924,191255157.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191255157.jpg,2019
925,191250023.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191250023.jpg,2019
926,191250112.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191250112.jpg,2019
927,191250181.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191250181.jpg,2019
928,191250554.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191250554.jpg,2019
929,191250597.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191250597.jpg,2019
930,191251811.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191251811.jpg,2019
931,191251941.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191251941.jpg,2019
932,191252182.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191252182.jpg,2019
933,191254096.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191254096.jpg,2019
934,191290017.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191290017.jpg,2019
935,191290051.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191290051.jpg,2019
936,191290084.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191290084.jpg,2019
937,191290092.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191290092.jpg,2019
938,191290122.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191290122.jpg,2019
939,191160211.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191160211.jpg,2019
940,191160921.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191160921.jpg,2019
941,191160938.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191160938.jpg,2019
942,191160954.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191160954.jpg,2019
943,191161047.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191161047.jpg,2019
944,191161454.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191161454.jpg,2019
945,191161497.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191161497.jpg,2019
946,191161748.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191161748.jpg,2019
947,191161926.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191161926.jpg,2019
948,191162116.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191162116.jpg,2019
949,191162655.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191162655.jpg,2019
950,191162809.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191162809.jpg,2019
951,191160091.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191160091.jpg,2019
952,191160237.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191160237.jpg,2019
953,191161081.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191161081.jpg,2019
954,191161098.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191161098.jpg,2019
955,191160148.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191160148.jpg,2019
956,191160164.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191160164.jpg,2019
957,191160271.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191160271.jpg,2019
958,191160482.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191160482.jpg,2019
959,191160741.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191160741.jpg,2019
960,191161829.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191161829.jpg,2019
961,191161871.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191161871.jpg,2019
962,191160377.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191160377.jpg,2019
963,191160431.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191160431.jpg,2019
964,191160962.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191160962.jpg,2019
965,191161071.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191161071.jpg,2019
966,191161659.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191161659.jpg,2019
967,191161802.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191161802.jpg,2019
968,191162698.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191162698.jpg,2019
969,191162825.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191162825.jpg,2019
970,191151068.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191151068.jpg,2019
971,191151084.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191151084.jpg,2019
972,191151416.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191151416.jpg,2019
973,191151696.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191151696.jpg,2019
974,191151939.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191151939.jpg,2019
975,191152021.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191152021.jpg,2019
976,191152684.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191152684.jpg,2019
977,191152821.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191152821.jpg,2019
978,191152927.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191152927.jpg,2019
979,191153117.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191153117.jpg,2019
980,191151963.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191151963.jpg,2019
981,191152081.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191152081.jpg,2019
982,191150381.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191150381.jpg,2019
983,191150819.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191150819.jpg,2019
984,191152013.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191152013.jpg,2019
985,191152072.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191152072.jpg,2019
986,191152463.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191152463.jpg,2019
987,191152625.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191152625.jpg,2019
988,191152676.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191152676.jpg,2019
989,191150142.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191150142.jpg,2019
990,191150363.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191150363.jpg,2019
991,191150371.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191150371.jpg,2019
992,191150401.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191150401.jpg,2019
993,191151092.jpg,0,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191151092.jpg,2019
994,191151386.jpg,1,C:\Users\DELL\Desktop\Imagens\unesp\Normal\2019\191151386.jpg,2019
